EVENT,BOUT,RED FIGHTER,BLUE FIGHTER,RED_FIGHTER_URL,BLUE_FIGHTER_URL,URL,EVENT_URL
UFC Fight Night: Della Maddalena vs. Prates,Jack Della Maddalena vs. Carlos Prates,Jack Della Maddalena,Carlos Prates,http://ufcstats.com/fighter-details/6b453bc35a823c3f,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,http://ufcstats.com/fight-details/eb6d9fef6c374830,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Beneil Dariush vs. Quillan Salkilld,Beneil Dariush,Quillan Salkilld,http://ufcstats.com/fighter-details/08af939f41b5a57b,http://ufcstats.com/fighter-details/17734443a833cdf7,http://ufcstats.com/fight-details/5c7c38dece435cde,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Tim Elliott vs. Steve Erceg,Tim Elliott,Steve Erceg,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,http://ufcstats.com/fighter-details/32ab52e5de93092d,http://ufcstats.com/fight-details/afec383a96893ec5,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Marwan Rahiki vs. Ollie Schmid,Marwan Rahiki,Ollie Schmid,http://ufcstats.com/fighter-details/6eedb757f13b9978,http://ufcstats.com/fighter-details/b701f095e6ccb149,http://ufcstats.com/fight-details/cfc884a249141cba,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Shamil Gaziev vs. Brando Pericic,Shamil Gaziev,Brando Pericic,http://ufcstats.com/fighter-details/6747ccd6d1acd266,http://ufcstats.com/fighter-details/d0fd0d9ee560dae7,http://ufcstats.com/fight-details/a564219e7a964aa6,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Tai Tuivasa vs. Louie Sutherland,Tai Tuivasa,Louie Sutherland,http://ufcstats.com/fighter-details/c62fbc117d57b943,http://ufcstats.com/fighter-details/cdb7b38b1b357f26,http://ufcstats.com/fight-details/2afaa97901d5587c,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Cam Rowston vs. Robert Bryczek,Cam Rowston,Robert Bryczek,http://ufcstats.com/fighter-details/8ebc3a8da015d70c,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,http://ufcstats.com/fight-details/46181797eb543a0b,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Junior Tafa vs. Kevin Christian,Junior Tafa,Kevin Christian,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,http://ufcstats.com/fighter-details/7e9b36a9847db116,http://ufcstats.com/fight-details/1cb0711cd49dd95e,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Jacob Malkoun vs. Gerald Meerschaert,Jacob Malkoun,Gerald Meerschaert,http://ufcstats.com/fighter-details/d4270315cbcf2569,http://ufcstats.com/fighter-details/6ac9bc2953c47345,http://ufcstats.com/fight-details/edff38661bf2866b,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Colby Thicknesse vs. Vince Morales,Colby Thicknesse,Vince Morales,http://ufcstats.com/fighter-details/ed7d329d7c29428d,http://ufcstats.com/fighter-details/37098a6e6c27fb66,http://ufcstats.com/fight-details/00bde62cac38e5e9,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Ben Johnston vs. Wes Schultz,Ben Johnston,Wes Schultz,http://ufcstats.com/fighter-details/3261aa79bf6caa64,http://ufcstats.com/fighter-details/b4443fae47e7eb9d,http://ufcstats.com/fight-details/827c64369b374989,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Jonathan Micallef vs. Themba Gorimbo,Jonathan Micallef,Themba Gorimbo,http://ufcstats.com/fighter-details/f782f953bfe7b5f2,http://ufcstats.com/fighter-details/40f3cb27fc7305a1,http://ufcstats.com/fight-details/7ac4ae301ed699ab,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Della Maddalena vs. Prates,Dom Mar Fan vs. Kody Steele,Dom Mar Fan,Kody Steele,http://ufcstats.com/fighter-details/530af2900b5a1693,http://ufcstats.com/fighter-details/aebaa8cec15b083d,http://ufcstats.com/fight-details/610a640a0cd81ce5,http://ufcstats.com/event-details/872b018076f831b0
UFC Fight Night: Sterling vs. Zalal,Aljamain Sterling vs. Youssef Zalal,Aljamain Sterling,Youssef Zalal,http://ufcstats.com/fighter-details/cb696ebfb6598724,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,http://ufcstats.com/fight-details/f524e42c36028de0,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Norma Dumont vs. Joselyne Edwards,Norma Dumont,Joselyne Edwards,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,http://ufcstats.com/fighter-details/f9ab66e67240db7b,http://ufcstats.com/fight-details/cb745968bd16bf56,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Rafa Garcia vs. Alexander Hernandez,Rafa Garcia,Alexander Hernandez,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,http://ufcstats.com/fighter-details/262a7d06203657e6,http://ufcstats.com/fight-details/84951374e4cdc679,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Davey Grant vs. Adrian Luna Martinetti,Davey Grant,Adrian Luna Martinetti,http://ufcstats.com/fighter-details/113df4fde64735c6,http://ufcstats.com/fighter-details/e3b30b573e7f0d19,http://ufcstats.com/fight-details/f5aff2f858311fbc,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Montel Jackson vs. Raoni Barcelos,Montel Jackson,Raoni Barcelos,http://ufcstats.com/fighter-details/cc1a8b4b38b92c6d,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,http://ufcstats.com/fight-details/348de8e364ecf041,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Marcus Buchecha vs. Ryan Spann,Marcus Buchecha,Ryan Spann,http://ufcstats.com/fighter-details/095854a135e6db55,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,http://ufcstats.com/fight-details/7e551ddb1494a45f,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Rodolfo Vieira vs. Eric McConico,Rodolfo Vieira,Eric McConico,http://ufcstats.com/fighter-details/260e9e0d4954aea6,http://ufcstats.com/fighter-details/9508cc6184cb2450,http://ufcstats.com/fight-details/67f24cf244134661,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Jackson McVey vs. Sedriques Dumas,Jackson McVey,Sedriques Dumas,http://ufcstats.com/fighter-details/3eeec2f53cebdf12,http://ufcstats.com/fighter-details/4e6738062d469256,http://ufcstats.com/fight-details/ef1cd6371a3f18e0,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Mayra Bueno Silva vs. Michelle Montague,Mayra Bueno Silva,Michelle Montague,http://ufcstats.com/fighter-details/cc8c623cca88f54f,http://ufcstats.com/fighter-details/ca80d72da81d7224,http://ufcstats.com/fight-details/dcfd594b68ff5ae1,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Jafel Filho vs. Cody Durden,Jafel Filho,Cody Durden,http://ufcstats.com/fighter-details/65adf3856c4d9256,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,http://ufcstats.com/fight-details/d421f3cd158fd055,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Francis Marshall vs. Lucas Brennan,Francis Marshall,Lucas Brennan,http://ufcstats.com/fighter-details/5d495dec23d7c68e,http://ufcstats.com/fighter-details/33a8708747b7f943,http://ufcstats.com/fight-details/c7fb90f1355291e4,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Max Griffin vs. Victor Valenzuela,Max Griffin,Victor Valenzuela,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d,http://ufcstats.com/fighter-details/078695e385ec2f57,http://ufcstats.com/fight-details/2e7f8d0ad385876d,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Sterling vs. Zalal,Talita Alencar vs. Julia Polastri,Talita Alencar,Julia Polastri,http://ufcstats.com/fighter-details/d35298b6df168456,http://ufcstats.com/fighter-details/abb68e3c7ca128f2,http://ufcstats.com/fight-details/0df4f4ac27cf2d26,http://ufcstats.com/event-details/e60d773a0a42048a
UFC Fight Night: Burns vs. Malott,Gilbert Burns vs. Mike Malott,Gilbert Burns,Mike Malott,http://ufcstats.com/fighter-details/23024fdfc966410a,http://ufcstats.com/fighter-details/dd6103dd7127db1d,http://ufcstats.com/fight-details/32054bf2b36b0e47,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Kyler Phillips vs. Charles Jourdain,Kyler Phillips,Charles Jourdain,http://ufcstats.com/fighter-details/60425d07ef4b91a7,http://ufcstats.com/fighter-details/f1d64ae34e088832,http://ufcstats.com/fight-details/b5299e5b946015e5,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Mandel Nallo vs. Jai Herbert,Mandel Nallo,Jai Herbert,http://ufcstats.com/fighter-details/8f4528c10bd34fab,http://ufcstats.com/fighter-details/4c88a1db5a46c6a4,http://ufcstats.com/fight-details/e644218737c1a778,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Jasmine Jasudavicius vs. Karine Silva,Jasmine Jasudavicius,Karine Silva,http://ufcstats.com/fighter-details/a9e260472d321361,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,http://ufcstats.com/fight-details/5a209522211d7530,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Thiago Moises vs. Gauge Young,Thiago Moises,Gauge Young,http://ufcstats.com/fighter-details/d945aae53e3e54e6,http://ufcstats.com/fighter-details/b2a78df161bd67f9,http://ufcstats.com/fight-details/a661c0bee7c8d5af,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Dennis Buzukja vs. Marcio Barbosa,Dennis Buzukja,Marcio Barbosa,http://ufcstats.com/fighter-details/c4d039123e62f6a9,http://ufcstats.com/fighter-details/c85bad793cd14e28,http://ufcstats.com/fight-details/678440bd8274a18e,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Julien Leblanc vs. Robert Valentin,Julien Leblanc,Robert Valentin,http://ufcstats.com/fighter-details/cd0dfd9846bd03b9,http://ufcstats.com/fighter-details/0cd0456d6029cec2,http://ufcstats.com/fight-details/9fab4b0ad082f670,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Tanner Boser vs. Gokhan Saricam,Tanner Boser,Gokhan Saricam,http://ufcstats.com/fighter-details/04c8b08b16a5b99e,http://ufcstats.com/fighter-details/1a97a3ef4c758fae,http://ufcstats.com/fight-details/85c7a0f44aa3e10a,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Melissa Croden vs. Daria Zhelezniakova,Melissa Croden,Daria Zhelezniakova,http://ufcstats.com/fighter-details/51e2f44a8dbf6984,http://ufcstats.com/fighter-details/07047eb7d17fb0a2,http://ufcstats.com/fight-details/bae4de7ef8c0769e,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,JJ Aldrich vs. Jamey-Lyn Horth,JJ Aldrich,Jamey-Lyn Horth,http://ufcstats.com/fighter-details/6fd953151d981979,http://ufcstats.com/fighter-details/5c637af9472ae7cc,http://ufcstats.com/fight-details/0b6c13ab8ad7f82b,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,John Castaneda vs. Mark Vologdin,John Castaneda,Mark Vologdin,http://ufcstats.com/fighter-details/5fa2974cbd18e05c,http://ufcstats.com/fighter-details/0e6b611451a9a7d8,http://ufcstats.com/fight-details/552f7cdaf93e1055,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC Fight Night: Burns vs. Malott,Jamie Siraj vs. John Yannis,Jamie Siraj,John Yannis,http://ufcstats.com/fighter-details/e6679e38e7fab7a8,http://ufcstats.com/fighter-details/450bcab0968562c4,http://ufcstats.com/fight-details/32087c183dffcae0,http://ufcstats.com/event-details/c3ac8d0da7b05772
UFC 327: Prochazka vs. Ulberg,Jiri Prochazka vs. Carlos Ulberg,Jiri Prochazka,Carlos Ulberg,http://ufcstats.com/fighter-details/009341ed974bad72,http://ufcstats.com/fighter-details/9014c02eff8b3d62,http://ufcstats.com/fight-details/a031f062b7ffefee,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Azamat Murzakanov vs. Paulo Costa,Azamat Murzakanov,Paulo Costa,http://ufcstats.com/fighter-details/e90a2f22417af68e,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,http://ufcstats.com/fight-details/aade9d76ac6c6aef,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Curtis Blaydes vs. Josh Hokit,Curtis Blaydes,Josh Hokit,http://ufcstats.com/fighter-details/fa6796c55d6c5440,http://ufcstats.com/fighter-details/955da1675ad58a50,http://ufcstats.com/fight-details/903552edaba48f4a,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Dominick Reyes vs. Johnny Walker,Dominick Reyes,Johnny Walker,http://ufcstats.com/fighter-details/2e19380f34871c6a,http://ufcstats.com/fighter-details/c21f26bbde777573,http://ufcstats.com/fight-details/c4d060cff018979a,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Cub Swanson vs. Nate Landwehr,Cub Swanson,Nate Landwehr,http://ufcstats.com/fighter-details/d247691a6c0e9034,http://ufcstats.com/fighter-details/583ee11abddfc581,http://ufcstats.com/fight-details/60949f33201415ca,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Patricio Pitbull vs. Aaron Pico,Patricio Pitbull,Aaron Pico,http://ufcstats.com/fighter-details/98a58c26c5b1ed17,http://ufcstats.com/fighter-details/5537efc6e496dd84,http://ufcstats.com/fight-details/10ab34056720b6b4,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Kevin Holland vs. Randy Brown,Kevin Holland,Randy Brown,http://ufcstats.com/fighter-details/3a46b268013afede,http://ufcstats.com/fighter-details/c6aee362c7a7d482,http://ufcstats.com/fight-details/b4e16fb13153efdc,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Mateusz Gamrot vs. Esteban Ribovics,Mateusz Gamrot,Esteban Ribovics,http://ufcstats.com/fighter-details/72db2a14ffa73ece,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,http://ufcstats.com/fight-details/62b5ce408c150fa8,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Tatiana Suarez vs. Loopy Godinez,Tatiana Suarez,Loopy Godinez,http://ufcstats.com/fighter-details/b08012bbe542592a,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,http://ufcstats.com/fight-details/f506977877074aa6,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Chris Padilla vs. MarQuel Mederos,Chris Padilla,MarQuel Mederos,http://ufcstats.com/fighter-details/06626b6287e1ae1e,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,http://ufcstats.com/fight-details/81d20c833e9a76eb,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Kelvin Gastelum vs. Vicente Luque,Kelvin Gastelum,Vicente Luque,http://ufcstats.com/fighter-details/8c0580d4fff106c1,http://ufcstats.com/fighter-details/6d4b63c767106d3a,http://ufcstats.com/fight-details/20868a67bea63129,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC 327: Prochazka vs. Ulberg,Charles Radtke vs. Francisco Prado,Charles Radtke,Francisco Prado,http://ufcstats.com/fighter-details/feedf3053472fe56,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,http://ufcstats.com/fight-details/5b49c3d36907c6df,http://ufcstats.com/event-details/f3eb664db7fb1df3
UFC Fight Night: Moicano vs. Duncan,Renato Moicano vs. Chris Duncan,Renato Moicano,Chris Duncan,http://ufcstats.com/fighter-details/b6452706b373eea1,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,http://ufcstats.com/fight-details/d69bd8e53ec858dc,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Virna Jandiroba vs. Tabatha Ricci,Virna Jandiroba,Tabatha Ricci,http://ufcstats.com/fighter-details/7dda2cf308f24a02,http://ufcstats.com/fighter-details/d25240135aee03e5,http://ufcstats.com/fight-details/721642e7de112e9e,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Abdul Rakhman Yakhyaev vs. Brendson Ribeiro,Abdul Rakhman Yakhyaev,Brendson Ribeiro,http://ufcstats.com/fighter-details/95aff2fd8d09a5f0,http://ufcstats.com/fighter-details/49edd0d90f60fb7d,http://ufcstats.com/fight-details/ad487d1c6141d90a,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Ethyn Ewing vs. Rafael Estevam,Ethyn Ewing,Rafael Estevam,http://ufcstats.com/fighter-details/d776b5814f2400b4,http://ufcstats.com/fighter-details/83455a9d17f57dae,http://ufcstats.com/fight-details/fef80c98b2fba70c,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Tommy McMillen vs. Manolo Zecchini,Tommy McMillen,Manolo Zecchini,http://ufcstats.com/fighter-details/6b0a6def604de298,http://ufcstats.com/fighter-details/fd7ab338e4953644,http://ufcstats.com/fight-details/c27bec45d5a29a2c,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Jose Delano vs. Robert Ruchala,Jose Delano,Robert Ruchala,http://ufcstats.com/fighter-details/d7c4956d61ae76a9,http://ufcstats.com/fighter-details/92aed9d16794f42b,http://ufcstats.com/fight-details/7924f10aac3543de,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Guilherme Pat vs. Thomas Petersen,Guilherme Pat,Thomas Petersen,http://ufcstats.com/fighter-details/ba15006c804a8de0,http://ufcstats.com/fighter-details/764d39074a352e33,http://ufcstats.com/fight-details/0760bc02280574dd,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Alessandro Costa vs. Stewart Nicoll,Alessandro Costa,Stewart Nicoll,http://ufcstats.com/fighter-details/3fa97913cfd205d3,http://ufcstats.com/fighter-details/2bd98ab77a8daa75,http://ufcstats.com/fight-details/af2a9d47ca8115e4,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Lando Vannata vs. Darrius Flowers,Lando Vannata,Darrius Flowers,http://ufcstats.com/fighter-details/f9b200db02b488d9,http://ufcstats.com/fighter-details/65db4065e2bc107d,http://ufcstats.com/fight-details/9c9c26679701b84d,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Alice Pereira vs. Hailey Cowan,Alice Pereira,Hailey Cowan,http://ufcstats.com/fighter-details/81d2c551886bd5a1,http://ufcstats.com/fighter-details/3c26c420584d912d,http://ufcstats.com/fight-details/74bb036ef0493bf7,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Azamat Bekoev vs. Tresean Gore,Azamat Bekoev,Tresean Gore,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,http://ufcstats.com/fight-details/e284a194fb4648a9,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Dione Barbosa vs. Melissa Gatto,Dione Barbosa,Melissa Gatto,http://ufcstats.com/fighter-details/27b388f0aab49780,http://ufcstats.com/fighter-details/a4a80dd7336ffd59,http://ufcstats.com/fight-details/caf13346cbcfdb03,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Moicano vs. Duncan,Kai Kamaka III vs. Dakota Hope,Kai Kamaka III,Dakota Hope,http://ufcstats.com/fighter-details/eee0ef3e2b14816b,http://ufcstats.com/fighter-details/6142edbd477d20c9,http://ufcstats.com/fight-details/a5a749aa0061fdb4,http://ufcstats.com/event-details/9a70f67ad2187fa3
UFC Fight Night: Adesanya vs. Pyfer,Israel Adesanya vs. Joe Pyfer,Israel Adesanya,Joe Pyfer,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/c1085e1701b13eca,http://ufcstats.com/fight-details/85e94a6c071fd9fa,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Alexa Grasso vs. Maycee Barber,Alexa Grasso,Maycee Barber,http://ufcstats.com/fighter-details/e8b731feff72294b,http://ufcstats.com/fighter-details/6a740daf1b279661,http://ufcstats.com/fight-details/9a0ecee6e8ca173f,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Michael Chiesa vs. Niko Price,Michael Chiesa,Niko Price,http://ufcstats.com/fighter-details/c58f51dedb310998,http://ufcstats.com/fighter-details/d8da10db80131bec,http://ufcstats.com/fight-details/6102e7a6dcbc62f0,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Julian Erosa vs. Lerryan Douglas,Julian Erosa,Lerryan Douglas,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,http://ufcstats.com/fighter-details/640a0f838f057a81,http://ufcstats.com/fight-details/f9f5071b993a5f4b,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Mansur Abdul-Malik vs. Yousri Belgaroui,Mansur Abdul-Malik,Yousri Belgaroui,http://ufcstats.com/fighter-details/841695e02c99a521,http://ufcstats.com/fighter-details/7674b836ce0698a0,http://ufcstats.com/fight-details/e32dc26b11d1f81d,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Terrance McKinney vs. Kyle Nelson,Terrance McKinney,Kyle Nelson,http://ufcstats.com/fighter-details/809bd1a871491508,http://ufcstats.com/fighter-details/31f8081c7600da93,http://ufcstats.com/fight-details/a76e14495e61cf19,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Ignacio Bahamondes vs. Tofiq Musayev,Ignacio Bahamondes,Tofiq Musayev,http://ufcstats.com/fighter-details/e4a47b07044ddd72,http://ufcstats.com/fighter-details/ae81a3ac7b260411,http://ufcstats.com/fight-details/fa96d6252579b51e,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Chase Hooper vs. Lance Gibson Jr.,Chase Hooper,Lance Gibson Jr.,http://ufcstats.com/fighter-details/971246648e162f0d,http://ufcstats.com/fighter-details/07bc580bdf3eb9c8,http://ufcstats.com/fight-details/689384b01b40ef5c,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Marcin Tybura vs. Tyrell Fortune,Marcin Tybura,Tyrell Fortune,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/bc7f4b2d4c2724a2,http://ufcstats.com/fight-details/08d4e3864c44f8a5,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill vs. Gabriella Fernandes,Casey O'Neill,Gabriella Fernandes,http://ufcstats.com/fighter-details/04835018f90b118c,http://ufcstats.com/fighter-details/a6eb54ae17a551be,http://ufcstats.com/fight-details/1c50e43770ba84fc,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,Navajo Stirling,Bruno Lopes,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,http://ufcstats.com/fighter-details/0abcf6bc47191219,http://ufcstats.com/fight-details/dbf1ee1a1912c735,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,Ricky Simon,Adrian Yanez,http://ufcstats.com/fighter-details/5987b2458f4b5290,http://ufcstats.com/fighter-details/0232cabbc30a2372,http://ufcstats.com/fight-details/a997593977ba8cad,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,Alexia Thainara,Bruna Brasil,http://ufcstats.com/fighter-details/545092d13c67aa49,http://ufcstats.com/fighter-details/7138a15258dabf20,http://ufcstats.com/fight-details/796e1151896195aa,http://ufcstats.com/event-details/5c38639f860a5542
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,Movsar Evloev,Lerone Murphy,http://ufcstats.com/fighter-details/76e2870ffafbe38f,http://ufcstats.com/fighter-details/396fe87b84ac2e1c,http://ufcstats.com/fight-details/346e3897c2ead99a,http://ufcstats.com/event-details/69108cb8b32efe04
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,Luke Riley,Michael Aswell Jr.,http://ufcstats.com/fighter-details/b1de86d835638319,http://ufcstats.com/fighter-details/01c9e4013afce141,http://ufcstats.com/fight-details/fa534aaa5b997a69,http://ufcstats.com/event-details/69108cb8b32efe04
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,Michael Page,Sam Patterson,http://ufcstats.com/fighter-details/a67d071163962af8,http://ufcstats.com/fighter-details/8b6e5dc2ba1edbe7,http://ufcstats.com/fight-details/5ee11b727e89e8ad,http://ufcstats.com/event-details/69108cb8b32efe04
UFC Fight Night: Evloev vs. Murphy,Iwo Baraniewski vs. Austen Lane,Iwo Baraniewski,Austen Lane,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,http://ufcstats.com/fight-details/43e26b46cbb51985,http://ufcstats.com/event-details/69108cb8b32efe04
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,Roman Dolidze,Christian Leroy Duncan,http://ufcstats.com/fighter-details/327d5f279895110d,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,http://ufcstats.com/fight-details/562d916f55918901,http://ufcstats.com/event-details/69108cb8b32efe04
UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,Kurtis Campbell,Danny Silva,http://ufcstats.com/fighter-details/9d51798e61f2e0c7,http://ufcstats.com/fighter-details/d964a59c48381cb6,http://ufcstats.com/fight-details/4e58bcc0d27042fd,http://ufcstats.com/event-details/69108cb8b32efe04
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,Mason Jones,Axel Sola,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,http://ufcstats.com/fighter-details/1d2d98ddd05b38fb,http://ufcstats.com/fight-details/3ee578ddd071ad4c,http://ufcstats.com/event-details/69108cb8b32efe04
